Date,State/Union_Territory,Total Dose
14-09-2021,Lakshadweep,878
15-09-2021,Lakshadweep,710
16-09-2021,Lakshadweep,798
17-09-2021,Lakshadweep,439
18-09-2021,Lakshadweep,598
19-09-2021,Lakshadweep,213
20-09-2021,Lakshadweep,775
21-09-2021,Lakshadweep,638
22-09-2021,Lakshadweep,563
23-09-2021,Lakshadweep,436
24-09-2021,Lakshadweep,240
25-09-2021,Lakshadweep,610
26-09-2021,Lakshadweep,180
27-09-2021,Lakshadweep,722
28-09-2021,Lakshadweep,227
29-09-2021,Lakshadweep,289
30-09-2021,Lakshadweep,245
01-10-2021,Lakshadweep,361
02-10-2021,Lakshadweep,172
03-10-2021,Lakshadweep,172
04-10-2021,Lakshadweep,257
05-10-2021,Lakshadweep,214
06-10-2021,Lakshadweep,266
07-10-2021,Lakshadweep,178
08-10-2021,Lakshadweep,254
09-10-2021,Lakshadweep,237
10-10-2021,Lakshadweep,68
11-10-2021,Lakshadweep,201
12-10-2021,Lakshadweep,149
13-10-2021,Lakshadweep,185
14-10-2021,Lakshadweep,313
15-10-2021,Lakshadweep,103
16-10-2021,Lakshadweep,225
17-10-2021,Lakshadweep,6
18-10-2021,Lakshadweep,99
19-10-2021,Lakshadweep,5
20-10-2021,Lakshadweep,67
21-10-2021,Lakshadweep,40
22-10-2021,Lakshadweep,111
23-10-2021,Lakshadweep,119
24-10-2021,Lakshadweep,10
25-10-2021,Lakshadweep,170
26-10-2021,Lakshadweep,111
27-10-2021,Lakshadweep,101
28-10-2021,Lakshadweep,142
29-10-2021,Lakshadweep,165
30-10-2021,Lakshadweep,171
31-10-2021,Lakshadweep,5
16-01-2021,Madhya Pradesh,0
17-01-2021,Madhya Pradesh,0
18-01-2021,Madhya Pradesh,6499
19-01-2021,Madhya Pradesh,2475
20-01-2021,Madhya Pradesh,9360
21-01-2021,Madhya Pradesh,10656
22-01-2021,Madhya Pradesh,0
23-01-2021,Madhya Pradesh,3
24-01-2021,Madhya Pradesh,2
25-01-2021,Madhya Pradesh,28445
26-01-2021,Madhya Pradesh,2
27-01-2021,Madhya Pradesh,64222
28-01-2021,Madhya Pradesh,61529
29-01-2021,Madhya Pradesh,42003
30-01-2021,Madhya Pradesh,50151
31-01-2021,Madhya Pradesh,699
01-02-2021,Madhya Pradesh,1057
02-02-2021,Madhya Pradesh,330
03-02-2021,Madhya Pradesh,32755
04-02-2021,Madhya Pradesh,9948
05-02-2021,Madhya Pradesh,1745
06-02-2021,Madhya Pradesh,1516
07-02-2021,Madhya Pradesh,845
08-02-2021,Madhya Pradesh,35464
09-02-2021,Madhya Pradesh,4363
10-02-2021,Madhya Pradesh,54211
11-02-2021,Madhya Pradesh,54380
12-02-2021,Madhya Pradesh,37494
13-02-2021,Madhya Pradesh,28686
14-02-2021,Madhya Pradesh,194
15-02-2021,Madhya Pradesh,17488
16-02-2021,Madhya Pradesh,1634
17-02-2021,Madhya Pradesh,20067
18-02-2021,Madhya Pradesh,10670
19-02-2021,Madhya Pradesh,18477
20-02-2021,Madhya Pradesh,18641
21-02-2021,Madhya Pradesh,611
22-02-2021,Madhya Pradesh,30702
23-02-2021,Madhya Pradesh,2014
24-02-2021,Madhya Pradesh,47909
25-02-2021,Madhya Pradesh,56546
26-02-2021,Madhya Pradesh,31150
27-02-2021,Madhya Pradesh,0
28-02-2021,Madhya Pradesh,0
01-03-2021,Madhya Pradesh,0
02-03-2021,Madhya Pradesh,42109
03-03-2021,Madhya Pradesh,61564
04-03-2021,Madhya Pradesh,62480
05-03-2021,Madhya Pradesh,8170
06-03-2021,Madhya Pradesh,71145
07-03-2021,Madhya Pradesh,2257
08-03-2021,Madhya Pradesh,71269
09-03-2021,Madhya Pradesh,-229197
10-03-2021,Madhya Pradesh,87830
11-03-2021,Madhya Pradesh,1624
12-03-2021,Madhya Pradesh,5384
13-03-2021,Madhya Pradesh,158578
14-03-2021,Madhya Pradesh,2222
15-03-2021,Madhya Pradesh,161187
16-03-2021,Madhya Pradesh,271017
17-03-2021,Madhya Pradesh,312762
18-03-2021,Madhya Pradesh,167203
19-03-2021,Madhya Pradesh,20214
20-03-2021,Madhya Pradesh,310672
21-03-2021,Madhya Pradesh,54926
22-03-2021,Madhya Pradesh,197815
23-03-2021,Madhya Pradesh,63527
24-03-2021,Madhya Pradesh,261158
25-03-2021,Madhya Pradesh,147289
26-03-2021,Madhya Pradesh,7414
27-03-2021,Madhya Pradesh,110030
28-03-2021,Madhya Pradesh,3260
29-03-2021,Madhya Pradesh,13
30-03-2021,Madhya Pradesh,3068
31-03-2021,Madhya Pradesh,158353
01-04-2021,Madhya Pradesh,232750
02-04-2021,Madhya Pradesh,239456
03-04-2021,Madhya Pradesh,171453
04-04-2021,Madhya Pradesh,171164
05-04-2021,Madhya Pradesh,161489
06-04-2021,Madhya Pradesh,152177
07-04-2021,Madhya Pradesh,374252
08-04-2021,Madhya Pradesh,330706
09-04-2021,Madhya Pradesh,128811
10-04-2021,Madhya Pradesh,102946
11-04-2021,Madhya Pradesh,372224
12-04-2021,Madhya Pradesh,407376
13-04-2021,Madhya Pradesh,313644
14-04-2021,Madhya Pradesh,328747
15-04-2021,Madhya Pradesh,170244
16-04-2021,Madhya Pradesh,58472
17-04-2021,Madhya Pradesh,188540
18-04-2021,Madhya Pradesh,25625
19-04-2021,Madhya Pradesh,176586
20-04-2021,Madhya Pradesh,36536
21-04-2021,Madhya Pradesh,23360
22-04-2021,Madhya Pradesh,170525
23-04-2021,Madhya Pradesh,37550
24-04-2021,Madhya Pradesh,121031
25-04-2021,Madhya Pradesh,13326
26-04-2021,Madhya Pradesh,82826
27-04-2021,Madhya Pradesh,18937
28-04-2021,Madhya Pradesh,61222
29-04-2021,Madhya Pradesh,5306
30-04-2021,Madhya Pradesh,2536
01-05-2021,Madhya Pradesh,67665
02-05-2021,Madhya Pradesh,7761
03-05-2021,Madhya Pradesh,73440
04-05-2021,Madhya Pradesh,21129
05-05-2021,Madhya Pradesh,130731
06-05-2021,Madhya Pradesh,109887
07-05-2021,Madhya Pradesh,18121
08-05-2021,Madhya Pradesh,125805
09-05-2021,Madhya Pradesh,2135
10-05-2021,Madhya Pradesh,129631
11-05-2021,Madhya Pradesh,19330
12-05-2021,Madhya Pradesh,137948
13-05-2021,Madhya Pradesh,111581
14-05-2021,Madhya Pradesh,2418
15-05-2021,Madhya Pradesh,126427
16-05-2021,Madhya Pradesh,1027
17-05-2021,Madhya Pradesh,93893
18-05-2021,Madhya Pradesh,6344
19-05-2021,Madhya Pradesh,140731
20-05-2021,Madhya Pradesh,128993
21-05-2021,Madhya Pradesh,99410
22-05-2021,Madhya Pradesh,146921
23-05-2021,Madhya Pradesh,171037
24-05-2021,Madhya Pradesh,217854
25-05-2021,Madhya Pradesh,6612
26-05-2021,Madhya Pradesh,2232
27-05-2021,Madhya Pradesh,230117
28-05-2021,Madhya Pradesh,223577
29-05-2021,Madhya Pradesh,250373
30-05-2021,Madhya Pradesh,17279
31-05-2021,Madhya Pradesh,270372
01-06-2021,Madhya Pradesh,17944
02-06-2021,Madhya Pradesh,293164
03-06-2021,Madhya Pradesh,372067
04-06-2021,Madhya Pradesh,363995
05-06-2021,Madhya Pradesh,412020
06-06-2021,Madhya Pradesh,129629
07-06-2021,Madhya Pradesh,392129
08-06-2021,Madhya Pradesh,66105
09-06-2021,Madhya Pradesh,366860
10-06-2021,Madhya Pradesh,184883
11-06-2021,Madhya Pradesh,27719
12-06-2021,Madhya Pradesh,101007
13-06-2021,Madhya Pradesh,45910
14-06-2021,Madhya Pradesh,499885
15-06-2021,Madhya Pradesh,51863
16-06-2021,Madhya Pradesh,344985
17-06-2021,Madhya Pradesh,134784
18-06-2021,Madhya Pradesh,19565
19-06-2021,Madhya Pradesh,23910
20-06-2021,Madhya Pradesh,1074
21-06-2021,Madhya Pradesh,1713381
22-06-2021,Madhya Pradesh,69975
23-06-2021,Madhya Pradesh,1175808
24-06-2021,Madhya Pradesh,790891
25-06-2021,Madhya Pradesh,31172
26-06-2021,Madhya Pradesh,1000192
27-06-2021,Madhya Pradesh,25470
28-06-2021,Madhya Pradesh,462986
29-06-2021,Madhya Pradesh,13660
30-06-2021,Madhya Pradesh,10806
01-07-2021,Madhya Pradesh,988117
02-07-2021,Madhya Pradesh,24634
03-07-2021,Madhya Pradesh,268042
04-07-2021,Madhya Pradesh,7485
05-07-2021,Madhya Pradesh,413777
06-07-2021,Madhya Pradesh,12282
07-07-2021,Madhya Pradesh,458273
08-07-2021,Madhya Pradesh,722656
09-07-2021,Madhya Pradesh,19860
10-07-2021,Madhya Pradesh,687702
11-07-2021,Madhya Pradesh,17931
12-07-2021,Madhya Pradesh,38561
13-07-2021,Madhya Pradesh,4433
14-07-2021,Madhya Pradesh,588406
15-07-2021,Madhya Pradesh,449184
16-07-2021,Madhya Pradesh,12555
17-07-2021,Madhya Pradesh,154065
18-07-2021,Madhya Pradesh,10037
19-07-2021,Madhya Pradesh,486358
20-07-2021,Madhya Pradesh,13826
21-07-2021,Madhya Pradesh,3134
22-07-2021,Madhya Pradesh,1095555
23-07-2021,Madhya Pradesh,68205
24-07-2021,Madhya Pradesh,976201
25-07-2021,Madhya Pradesh,32926
26-07-2021,Madhya Pradesh,1138441
27-07-2021,Madhya Pradesh,65534
28-07-2021,Madhya Pradesh,1078220
29-07-2021,Madhya Pradesh,755558
30-07-2021,Madhya Pradesh,64683
31-07-2021,Madhya Pradesh,1028410
01-08-2021,Madhya Pradesh,228279
02-08-2021,Madhya Pradesh,818235
03-08-2021,Madhya Pradesh,123841
04-08-2021,Madhya Pradesh,528054
05-08-2021,Madhya Pradesh,458935
06-08-2021,Madhya Pradesh,82304
07-08-2021,Madhya Pradesh,614191
08-08-2021,Madhya Pradesh,48173
09-08-2021,Madhya Pradesh,555455
10-08-2021,Madhya Pradesh,97002
11-08-2021,Madhya Pradesh,601031
12-08-2021,Madhya Pradesh,616215
13-08-2021,Madhya Pradesh,95801
14-08-2021,Madhya Pradesh,891540
15-08-2021,Madhya Pradesh,47254
16-08-2021,Madhya Pradesh,608656
17-08-2021,Madhya Pradesh,88911
18-08-2021,Madhya Pradesh,636013
19-08-2021,Madhya Pradesh,501284
20-08-2021,Madhya Pradesh,46893
21-08-2021,Madhya Pradesh,445340
22-08-2021,Madhya Pradesh,22850
23-08-2021,Madhya Pradesh,38555
24-08-2021,Madhya Pradesh,11049
25-08-2021,Madhya Pradesh,2405321
26-08-2021,Madhya Pradesh,1878446
27-08-2021,Madhya Pradesh,115258
28-08-2021,Madhya Pradesh,786856
29-08-2021,Madhya Pradesh,136460
30-08-2021,Madhya Pradesh,33240
31-08-2021,Madhya Pradesh,960084
01-09-2021,Madhya Pradesh,749918
02-09-2021,Madhya Pradesh,550904
03-09-2021,Madhya Pradesh,178897
04-09-2021,Madhya Pradesh,467827
05-09-2021,Madhya Pradesh,161978
06-09-2021,Madhya Pradesh,607856
07-09-2021,Madhya Pradesh,280330
08-09-2021,Madhya Pradesh,635053
09-09-2021,Madhya Pradesh,464293
10-09-2021,Madhya Pradesh,300981
11-09-2021,Madhya Pradesh,521546
12-09-2021,Madhya Pradesh,210469
13-09-2021,Madhya Pradesh,334856
14-09-2021,Madhya Pradesh,193490
15-09-2021,Madhya Pradesh,776432
16-09-2021,Madhya Pradesh,694865
17-09-2021,Madhya Pradesh,3041241
18-09-2021,Madhya Pradesh,560746
19-09-2021,Madhya Pradesh,278936
20-09-2021,Madhya Pradesh,703035
21-09-2021,Madhya Pradesh,476917
22-09-2021,Madhya Pradesh,459496
23-09-2021,Madhya Pradesh,707239
24-09-2021,Madhya Pradesh,409231
25-09-2021,Madhya Pradesh,557621
26-09-2021,Madhya Pradesh,272236
27-09-2021,Madhya Pradesh,1256195
28-09-2021,Madhya Pradesh,262433
29-09-2021,Madhya Pradesh,383702
30-09-2021,Madhya Pradesh,590861
01-10-2021,Madhya Pradesh,194213
02-10-2021,Madhya Pradesh,118212
03-10-2021,Madhya Pradesh,52174
04-10-2021,Madhya Pradesh,339855
05-10-2021,Madhya Pradesh,124383
06-10-2021,Madhya Pradesh,168117
07-10-2021,Madhya Pradesh,221916
08-10-2021,Madhya Pradesh,141096
09-10-2021,Madhya Pradesh,244350
10-10-2021,Madhya Pradesh,31278
11-10-2021,Madhya Pradesh,218866
12-10-2021,Madhya Pradesh,174997
13-10-2021,Madhya Pradesh,168596
14-10-2021,Madhya Pradesh,129605
15-10-2021,Madhya Pradesh,9643
16-10-2021,Madhya Pradesh,124762
17-10-2021,Madhya Pradesh,20753
18-10-2021,Madhya Pradesh,571217
19-10-2021,Madhya Pradesh,127499
20-10-2021,Madhya Pradesh,129161
21-10-2021,Madhya Pradesh,912057
22-10-2021,Madhya Pradesh,270013
23-10-2021,Madhya Pradesh,432257
24-10-2021,Madhya Pradesh,30862
25-10-2021,Madhya Pradesh,388773
26-10-2021,Madhya Pradesh,162676
27-10-2021,Madhya Pradesh,356394
28-10-2021,Madhya Pradesh,377504
29-10-2021,Madhya Pradesh,225367
30-10-2021,Madhya Pradesh,586546
31-10-2021,Madhya Pradesh,85480
16-01-2021,Maharashtra,5726
17-01-2021,Maharashtra,795
18-01-2021,Maharashtra,-370
19-01-2021,Maharashtra,7548
20-01-2021,Maharashtra,10181
21-01-2021,Maharashtra,268
22-01-2021,Maharashtra,20221
23-01-2021,Maharashtra,24926
24-01-2021,Maharashtra,901
25-01-2021,Maharashtra,36877
26-01-2021,Maharashtra,265
27-01-2021,Maharashtra,42764
28-01-2021,Maharashtra,39641
29-01-2021,Maharashtra,35389
30-01-2021,Maharashtra,8561
31-01-2021,Maharashtra,457
01-02-2021,Maharashtra,41198
02-02-2021,Maharashtra,8759
03-02-2021,Maharashtra,34811
04-02-2021,Maharashtra,33758
05-02-2021,Maharashtra,45213
06-02-2021,Maharashtra,38340
07-02-2021,Maharashtra,171
08-02-2021,Maharashtra,38793
09-02-2021,Maharashtra,28564
10-02-2021,Maharashtra,40969
11-02-2021,Maharashtra,34515
12-02-2021,Maharashtra,41298
13-02-2021,Maharashtra,32432
14-02-2021,Maharashtra,334
15-02-2021,Maharashtra,33832
16-02-2021,Maharashtra,32807
17-02-2021,Maharashtra,48751
18-02-2021,Maharashtra,42211
19-02-2021,Maharashtra,42468
20-02-2021,Maharashtra,60284
21-02-2021,Maharashtra,4304
22-02-2021,Maharashtra,57099
23-02-2021,Maharashtra,42353
24-02-2021,Maharashtra,56375
25-02-2021,Maharashtra,54292
26-02-2021,Maharashtra,58937
27-02-2021,Maharashtra,5
28-02-2021,Maharashtra,155
01-03-2021,Maharashtra,0
02-03-2021,Maharashtra,64241
03-03-2021,Maharashtra,65917
04-03-2021,Maharashtra,70653
05-03-2021,Maharashtra,91045
06-03-2021,Maharashtra,105807
07-03-2021,Maharashtra,6607
08-03-2021,Maharashtra,148375
09-03-2021,Maharashtra,-166858
10-03-2021,Maharashtra,176256
11-03-2021,Maharashtra,55033
12-03-2021,Maharashtra,192050
13-03-2021,Maharashtra,129182
14-03-2021,Maharashtra,7184
15-03-2021,Maharashtra,210203
16-03-2021,Maharashtra,442584
17-03-2021,Maharashtra,944506
18-03-2021,Maharashtra,204002
19-03-2021,Maharashtra,244793
20-03-2021,Maharashtra,226086
21-03-2021,Maharashtra,36110
22-03-2021,Maharashtra,241910
23-03-2021,Maharashtra,228862
24-03-2021,Maharashtra,252491
25-03-2021,Maharashtra,222439
26-03-2021,Maharashtra,261867
27-03-2021,Maharashtra,233050
28-03-2021,Maharashtra,20692
29-03-2021,Maharashtra,54537
30-03-2021,Maharashtra,199532
31-03-2021,Maharashtra,213927
01-04-2021,Maharashtra,225818
02-04-2021,Maharashtra,364325
03-04-2021,Maharashtra,328168
04-04-2021,Maharashtra,358554
05-04-2021,Maharashtra,342039
06-04-2021,Maharashtra,267875
07-04-2021,Maharashtra,599624
08-04-2021,Maharashtra,481126
09-04-2021,Maharashtra,294609
10-04-2021,Maharashtra,290854
11-04-2021,Maharashtra,268643
12-04-2021,Maharashtra,336523
13-04-2021,Maharashtra,225032
14-04-2021,Maharashtra,371524
15-04-2021,Maharashtra,386048
16-04-2021,Maharashtra,374807
17-04-2021,Maharashtra,253141
18-04-2021,Maharashtra,134792
19-04-2021,Maharashtra,375567
20-04-2021,Maharashtra,295389
21-04-2021,Maharashtra,334670
22-04-2021,Maharashtra,394444
23-04-2021,Maharashtra,326105
24-04-2021,Maharashtra,230039
25-04-2021,Maharashtra,112208
26-04-2021,Maharashtra,563640
27-04-2021,Maharashtra,415905
28-04-2021,Maharashtra,255906
29-04-2021,Maharashtra,292812
30-04-2021,Maharashtra,313399
01-05-2021,Maharashtra,108906
02-05-2021,Maharashtra,50061
03-05-2021,Maharashtra,83073
04-05-2021,Maharashtra,102458
05-05-2021,Maharashtra,273910
06-05-2021,Maharashtra,493854
07-05-2021,Maharashtra,397265
08-05-2021,Maharashtra,254046
09-05-2021,Maharashtra,115925
10-05-2021,Maharashtra,317354
11-05-2021,Maharashtra,412557
12-05-2021,Maharashtra,346119
13-05-2021,Maharashtra,391265
14-05-2021,Maharashtra,172498
15-05-2021,Maharashtra,209823
16-05-2021,Maharashtra,72523
17-05-2021,Maharashtra,104941
18-05-2021,Maharashtra,110686
19-05-2021,Maharashtra,104810
20-05-2021,Maharashtra,163169
21-05-2021,Maharashtra,125447
22-05-2021,Maharashtra,127445
23-05-2021,Maharashtra,42382
24-05-2021,Maharashtra,253580
25-05-2021,Maharashtra,200761
26-05-2021,Maharashtra,138371
27-05-2021,Maharashtra,289028
28-05-2021,Maharashtra,276285
29-05-2021,Maharashtra,308599
30-05-2021,Maharashtra,88668
31-05-2021,Maharashtra,266964
01-06-2021,Maharashtra,263644
02-06-2021,Maharashtra,226982
03-06-2021,Maharashtra,225599
04-06-2021,Maharashtra,384654
05-06-2021,Maharashtra,362048
06-06-2021,Maharashtra,95885
07-06-2021,Maharashtra,304932
08-06-2021,Maharashtra,278425
09-06-2021,Maharashtra,313675
10-06-2021,Maharashtra,258315
11-06-2021,Maharashtra,260002
12-06-2021,Maharashtra,305896
13-06-2021,Maharashtra,91693
14-06-2021,Maharashtra,304725
15-06-2021,Maharashtra,261294
16-06-2021,Maharashtra,250158
17-06-2021,Maharashtra,211391
18-06-2021,Maharashtra,234218
19-06-2021,Maharashtra,396552
20-06-2021,Maharashtra,117266
21-06-2021,Maharashtra,394794
22-06-2021,Maharashtra,577607
23-06-2021,Maharashtra,638886
24-06-2021,Maharashtra,442800
25-06-2021,Maharashtra,495129
26-06-2021,Maharashtra,748988
27-06-2021,Maharashtra,126809
28-06-2021,Maharashtra,622743
29-06-2021,Maharashtra,396928
30-06-2021,Maharashtra,260910
01-07-2021,Maharashtra,281062
02-07-2021,Maharashtra,389178
03-07-2021,Maharashtra,819021
04-07-2021,Maharashtra,147199
05-07-2021,Maharashtra,328462
06-07-2021,Maharashtra,398052
07-07-2021,Maharashtra,641947
08-07-2021,Maharashtra,328322
09-07-2021,Maharashtra,202368
10-07-2021,Maharashtra,369042
11-07-2021,Maharashtra,181641
12-07-2021,Maharashtra,498215
13-07-2021,Maharashtra,272172
14-07-2021,Maharashtra,627793
15-07-2021,Maharashtra,343953
16-07-2021,Maharashtra,626694
17-07-2021,Maharashtra,487156
18-07-2021,Maharashtra,131213
19-07-2021,Maharashtra,398362
20-07-2021,Maharashtra,196528
21-07-2021,Maharashtra,109502
22-07-2021,Maharashtra,203457
23-07-2021,Maharashtra,434612
24-07-2021,Maharashtra,344827
25-07-2021,Maharashtra,118115
26-07-2021,Maharashtra,450486
27-07-2021,Maharashtra,583324
28-07-2021,Maharashtra,355046
29-07-2021,Maharashtra,374995
30-07-2021,Maharashtra,681833
31-07-2021,Maharashtra,595458
01-08-2021,Maharashtra,311459
02-08-2021,Maharashtra,332276
03-08-2021,Maharashtra,241174
04-08-2021,Maharashtra,230212
05-08-2021,Maharashtra,518126
06-08-2021,Maharashtra,383821
07-08-2021,Maharashtra,309301
08-08-2021,Maharashtra,72618
09-08-2021,Maharashtra,394776
10-08-2021,Maharashtra,327025
11-08-2021,Maharashtra,266505
12-08-2021,Maharashtra,191079
13-08-2021,Maharashtra,289447
14-08-2021,Maharashtra,969618
15-08-2021,Maharashtra,220739
16-08-2021,Maharashtra,633620
17-08-2021,Maharashtra,699860
18-08-2021,Maharashtra,515379
19-08-2021,Maharashtra,224158
20-08-2021,Maharashtra,402260
21-08-2021,Maharashtra,1108764
22-08-2021,Maharashtra,107056
23-08-2021,Maharashtra,795467
24-08-2021,Maharashtra,555533
25-08-2021,Maharashtra,404735
26-08-2021,Maharashtra,466110
27-08-2021,Maharashtra,999437
28-08-2021,Maharashtra,708871
29-08-2021,Maharashtra,127452
30-08-2021,Maharashtra,1030405
31-08-2021,Maharashtra,865392
01-09-2021,Maharashtra,1008334
02-09-2021,Maharashtra,700178
03-09-2021,Maharashtra,743508
04-09-2021,Maharashtra,1240729
05-09-2021,Maharashtra,195817
06-09-2021,Maharashtra,537245
07-09-2021,Maharashtra,589237
08-09-2021,Maharashtra,1495752
09-09-2021,Maharashtra,1019403
10-09-2021,Maharashtra,122965
11-09-2021,Maharashtra,971998
12-09-2021,Maharashtra,202912
13-09-2021,Maharashtra,479731
14-09-2021,Maharashtra,528437
15-09-2021,Maharashtra,1077752
16-09-2021,Maharashtra,675084
17-09-2021,Maharashtra,1980702
18-09-2021,Maharashtra,661974
19-09-2021,Maharashtra,140780
20-09-2021,Maharashtra,890510
21-09-2021,Maharashtra,730416
22-09-2021,Maharashtra,1106623
23-09-2021,Maharashtra,757166
24-09-2021,Maharashtra,545220
25-09-2021,Maharashtra,636977
26-09-2021,Maharashtra,223684
27-09-2021,Maharashtra,1051071
28-09-2021,Maharashtra,731955
29-09-2021,Maharashtra,895593
30-09-2021,Maharashtra,889696
01-10-2021,Maharashtra,842151
02-10-2021,Maharashtra,788398
03-10-2021,Maharashtra,126610
04-10-2021,Maharashtra,541420
05-10-2021,Maharashtra,454473
06-10-2021,Maharashtra,546421
07-10-2021,Maharashtra,473880
08-10-2021,Maharashtra,754422
09-10-2021,Maharashtra,863971
10-10-2021,Maharashtra,431943
11-10-2021,Maharashtra,827246
12-10-2021,Maharashtra,786808
13-10-2021,Maharashtra,721197
14-10-2021,Maharashtra,684776
15-10-2021,Maharashtra,49632
16-10-2021,Maharashtra,516418
17-10-2021,Maharashtra,130354
18-10-2021,Maharashtra,630695
19-10-2021,Maharashtra,269213
20-10-2021,Maharashtra,500213
21-10-2021,Maharashtra,1159502
22-10-2021,Maharashtra,586057
23-10-2021,Maharashtra,580104
24-10-2021,Maharashtra,118190
25-10-2021,Maharashtra,523071
26-10-2021,Maharashtra,480054
27-10-2021,Maharashtra,457813
28-10-2021,Maharashtra,464549
29-10-2021,Maharashtra,451033
30-10-2021,Maharashtra,430507
31-10-2021,Maharashtra,86241
16-01-2021,Manipur,181
17-01-2021,Manipur,11
18-01-2021,Manipur,-23
19-01-2021,Manipur,98
20-01-2021,Manipur,159
21-01-2021,Manipur,0
22-01-2021,Manipur,267
23-01-2021,Manipur,404
24-01-2021,Manipur,12
25-01-2021,Manipur,210
26-01-2021,Manipur,9
27-01-2021,Manipur,545
28-01-2021,Manipur,36
29-01-2021,Manipur,485
30-01-2021,Manipur,539
31-01-2021,Manipur,14
01-02-2021,Manipur,374
02-02-2021,Manipur,293
03-02-2021,Manipur,1069
04-02-2021,Manipur,199
05-02-2021,Manipur,756
06-02-2021,Manipur,1343
07-02-2021,Manipur,104
08-02-2021,Manipur,1700
09-02-2021,Manipur,1110
10-02-2021,Manipur,2614
11-02-2021,Manipur,2053
12-02-2021,Manipur,3434
13-02-2021,Manipur,2870
14-02-2021,Manipur,587
15-02-2021,Manipur,2975
16-02-2021,Manipur,3078
17-02-2021,Manipur,4155
18-02-2021,Manipur,2442
19-02-2021,Manipur,3107
20-02-2021,Manipur,1667
21-02-2021,Manipur,302
22-02-2021,Manipur,1461
23-02-2021,Manipur,1468
24-02-2021,Manipur,2430
25-02-2021,Manipur,2558
26-02-2021,Manipur,3469
27-02-2021,Manipur,0
28-02-2021,Manipur,0
01-03-2021,Manipur,0
02-03-2021,Manipur,3166
03-03-2021,Manipur,3636
04-03-2021,Manipur,2585
05-03-2021,Manipur,2914
06-03-2021,Manipur,3552
07-03-2021,Manipur,67
08-03-2021,Manipur,3171
09-03-2021,Manipur,-3119
10-03-2021,Manipur,2430
11-03-2021,Manipur,1676
12-03-2021,Manipur,2729
13-03-2021,Manipur,892
14-03-2021,Manipur,23
15-03-2021,Manipur,2977
16-03-2021,Manipur,7340
17-03-2021,Manipur,3038
18-03-2021,Manipur,1717
19-03-2021,Manipur,2628
20-03-2021,Manipur,2880
21-03-2021,Manipur,315
22-03-2021,Manipur,2766
23-03-2021,Manipur,2775
24-03-2021,Manipur,2801
25-03-2021,Manipur,2064
26-03-2021,Manipur,2826
27-03-2021,Manipur,2174
28-03-2021,Manipur,121
29-03-2021,Manipur,1
30-03-2021,Manipur,789
31-03-2021,Manipur,889
01-04-2021,Manipur,1491
02-04-2021,Manipur,449
03-04-2021,Manipur,2635
04-04-2021,Manipur,1020
05-04-2021,Manipur,2183
06-04-2021,Manipur,1345
07-04-2021,Manipur,3498
08-04-2021,Manipur,3087
09-04-2021,Manipur,2847
10-04-2021,Manipur,1257
11-04-2021,Manipur,2196
12-04-2021,Manipur,3284
13-04-2021,Manipur,2285
14-04-2021,Manipur,2907
15-04-2021,Manipur,2577
16-04-2021,Manipur,3137
17-04-2021,Manipur,3540
18-04-2021,Manipur,978
19-04-2021,Manipur,4608
20-04-2021,Manipur,4392
21-04-2021,Manipur,5415
22-04-2021,Manipur,4221
23-04-2021,Manipur,2509
24-04-2021,Manipur,5951
25-04-2021,Manipur,2346
26-04-2021,Manipur,9606
27-04-2021,Manipur,8522
28-04-2021,Manipur,13474
29-04-2021,Manipur,14016
30-04-2021,Manipur,21944
